id,timestamp,transactionType,accountId,amount,recipientId,status
126,2024-03-21T20:31:09,transfer,854,6304.00,860,balance_invalid
127,2024-03-21T20:31:22,withdraw,172,2211.00,null,account_invalid
128,2024-03-22T20:31:28,account_closure,819,0.00,null,balance_insufficient
129,2024-03-22T21:31:57,transfer,946,2959.00,627,balance_insufficient
130,2024-03-23T23:32:26,account_creation,243,0.00,null,balance_invalid
131,2024-03-25T03:32:31,withdraw,316,9728.15,null,balance_invalid
132,2024-03-25T06:32:46,withdraw,787,1321.47,null,balance_invalid
133,2024-03-25T09:32:51,deposit,474,3187.00,null,success
134,2024-03-25T10:33:18,withdraw,42,4494.33,null,success
135,2024-03-25T13:33:18,transfer,548,6405.11,571,balance_insufficient
136,2024-03-26T15:33:39,transfer,508,4478.00,230,success
137,2024-03-26T18:33:53,deposit,736,6192.00,null,balance_invalid
138,2024-03-26T18:34:04,account_creation,963,0.00,null,balance_invalid
139,2024-03-27T21:34:28,deposit,684,4945.53,null,success
140,2024-03-28T23:34:41,deposit,610,3951.95,null,account_invalid
141,2024-03-30T01:34:49,deposit,672,703.00,null,balance_invalid
142,2024-03-30T04:35:06,deposit,20,851.00,null,balance_invalid
143,2024-03-30T05:35:33,transfer,265,6235.41,746,success
144,2024-03-31T06:35:40,transfer,387,209.56,569,balance_insufficient
145,2024-03-31T08:36:09,account_closure,521,0.00,null,balance_invalid
146,2024-03-31T12:36:11,deposit,670,8363.00,null,account_invalid
147,2024-04-01T16:36:15,transfer,210,4655.00,115,success
148,2024-04-01T19:36:21,withdraw,330,1414.00,null,success
149,2024-04-01T21:36:42,transfer,763,9269.00,312,balance_invalid
150,2024-04-02T23:36:58,transfer,40,9633.00,985,success
151,2024-04-03T03:37:24,transfer,269,792.00,485,success
152,2024-04-03T06:37:48,deposit,168,7783.00,null,success
153,2024-04-03T06:37:57,withdraw,241,9516.00,null,balance_invalid
154,2024-04-04T09:38:04,withdraw,331,7611.00,null,success
155,2024-04-04T10:38:11,deposit,514,4314.00,null,success
156,2024-04-05T11:38:34,deposit,489,5864.00,null,success
157,2024-04-06T11:38:46,transfer,445,1924.32,633,balance_invalid
158,2024-04-06T13:39,account_creation,850,0.00,null,success
159,2024-04-07T14:39:06,account_closure,405,0.00,null,balance_invalid
160,2024-04-07T16:39:29,withdraw,384,6224.00,null,balance_invalid
161,2024-04-08T16:39:30,account_creation,588,0.00,null,success
162,2024-04-09T18:39:39,transfer,82,1124.00,534,account_invalid
163,2024-04-09T22:39:45,account_closure,967,0.00,null,balance_insufficient
164,2024-04-10T22:40:12,deposit,374,5313.22,null,success
165,2024-04-12T00:40:14,withdraw,248,3840.09,null,balance_insufficient
166,2024-04-13T00:40:22,transfer,20,4805.00,927,success
167,2024-04-13T03:40:29,transfer,942,4144.00,325,balance_insufficient
168,2024-04-13T03:40:36,withdraw,751,8030.68,null,balance_invalid
169,2024-04-14T05:40:39,transfer,757,6999.00,715,success
170,2024-04-14T06:40:50,transfer,153,4248.00,636,balance_insufficient
171,2024-04-14T09:41:09,transfer,964,2916.26,466,success
172,2024-04-15T12:41:36,withdraw,9,8463.00,null,success
173,2024-04-16T15:41:52,transfer,32,2705.00,442,balance_invalid
174,2024-04-16T18:42:12,account_closure,913,0.00,null,balance_insufficient
175,2024-04-17T19:42:29,account_closure,69,0.00,null,balance_invalid
176,2024-04-18T23:42:39,account_creation,621,0.00,null,balance_invalid
177,2024-04-20T02:42:49,deposit,579,8067.00,null,success
178,2024-04-21T02:42:54,withdraw,788,4655.00,null,success
179,2024-04-22T04:43:02,transfer,67,3804.00,454,balance_invalid
180,2024-04-22T06:43:02,account_closure,612,0.00,null,balance_insufficient
181,2024-04-22T07:43:19,deposit,417,7942.00,null,balance_insufficient
182,2024-04-22T08:43:24,deposit,911,9080.00,null,balance_insufficient
183,2024-04-23T12:43:40,transfer,802,3116.49,725,balance_invalid
184,2024-04-24T16:43:57,transfer,181,1226.00,835,success
185,2024-04-25T17:44:15,withdraw,731,102.00,null,success
186,2024-04-26T19:44:16,transfer,507,5356.00,910,balance_insufficient
187,2024-04-26T21:44:25,transfer,182,119.00,898,success
188,2024-04-27T00:44:46,deposit,248,4869.00,null,success
189,2024-04-28T02:44:49,withdraw,600,2162.00,null,success
190,2024-04-28T05:45:10,deposit,185,4083.95,null,success
191,2024-04-29T08:45:38,deposit,151,9817.27,null,balance_insufficient
192,2024-04-29T08:45:48,deposit,526,5505.91,null,success
193,2024-04-30T10:45:56,transfer,434,2871.00,515,balance_invalid
194,2024-04-30T12:46:01,transfer,170,837.00,401,balance_invalid
195,2024-05-01T14:46:30,deposit,282,278.00,null,balance_invalid
196,2024-05-02T18:46:51,transfer,562,4303.00,380,balance_invalid
197,2024-05-02T19:47:02,withdraw,360,6407.00,null,success
198,2024-05-02T22:47:25,deposit,878,620.00,null,success
199,2024-05-03T02:47:51,deposit,895,4880.00,null,success
200,2024-05-04T02:48:08,withdraw,325,6217.00,null,account_invalid
201,2024-05-05T06:48:09,withdraw,535,6272.00,null,success
202,2024-05-05T07:48:34,withdraw,150,8850.00,null,success
203,2024-05-05T10:49:03,transfer,210,473.00,524,balance_invalid
204,2024-05-06T13:49:10,transfer,471,1691.00,458,balance_insufficient
205,2024-05-07T13:49:10,account_closure,325,0.00,null,success
206,2024-05-07T17:49:11,transfer,171,5500.00,588,balance_invalid
207,2024-05-08T21:49:11,transfer,422,1627.00,724,success
208,2024-05-08T23:49:18,account_closure,590,0.00,null,balance_invalid
209,2024-05-09T02:49:43,transfer,25,9227.00,418,balance_invalid
210,2024-05-09T03:49:50,transfer,964,4033.00,567,balance_invalid
211,2024-05-09T06:50:15,transfer,679,1631.00,666,balance_invalid
212,2024-05-10T06:50:31,transfer,687,8243.89,504,success
213,2024-05-10T08:50:39,withdraw,337,5233.00,null,success
214,2024-05-11T08:50:42,withdraw,912,7556.64,null,success
215,2024-05-12T11:51:11,transfer,864,7753.00,521,account_invalid
216,2024-05-12T11:51:30,transfer,685,3482.00,593,balance_insufficient
217,2024-05-12T14:51:52,transfer,932,5614.00,271,success
218,2024-05-13T15:52:09,deposit,397,2754.00,null,balance_invalid
219,2024-05-14T18:52:27,transfer,164,6144.00,669,success
220,2024-05-15T19:52:38,transfer,624,8950.56,782,success
221,2024-05-15T21:53:07,withdraw,223,4360.00,null,balance_invalid
222,2024-05-15T22:53:10,withdraw,516,9401.94,null,success
223,2024-05-16T01:53:34,account_closure,644,0.00,null,success
224,2024-05-17T03:53:53,account_creation,125,0.00,null,balance_insufficient
225,2024-05-18T04:54:04,transfer,574,7575.00,21,success
226,2024-05-19T07:54:18,withdraw,168,6843.00,null,balance_invalid
227,2024-05-20T08:54:33,withdraw,50,656.00,null,balance_invalid
228,2024-05-20T08:54:35,transfer,272,1114.00,980,account_invalid
229,2024-05-20T12:55:04,withdraw,599,4622.00,null,success
230,2024-05-21T13:55:06,transfer,276,797.00,419,balance_invalid
231,2024-05-21T16:55:22,deposit,626,6449.00,null,success
232,2024-05-22T19:55:30,deposit,71,9533.00,null,success
233,2024-05-22T22:55:38,deposit,952,7947.00,null,account_invalid
234,2024-05-24T02:55:50,transfer,184,1041.63,415,balance_invalid
235,2024-05-24T06:55:57,transfer,728,375.00,710,balance_invalid
236,2024-05-25T09:56:13,withdraw,951,4196.00,null,success
237,2024-05-25T11:56:29,deposit,477,4012.00,null,success
238,2024-05-26T14:56:35,withdraw,900,9989.00,null,success
239,2024-05-27T17:56:49,withdraw,240,7526.00,null,success
240,2024-05-27T19:57:06,deposit,309,3706.00,null,balance_insufficient
241,2024-05-28T20:57:19,withdraw,199,9201.00,null,balance_invalid
242,2024-05-28T20:57:43,transfer,350,9988.00,948,balance_invalid
243,2024-05-29T00:58,transfer,323,6048.34,747,success
244,2024-05-30T02:58:02,transfer,26,9463.11,966,success
245,2024-05-30T04:58:07,deposit,297,8683.00,null,account_invalid
246,2024-05-31T08:58:34,deposit,668,6027.00,null,success
247,2024-05-31T09:58:56,deposit,390,3454.00,null,account_invalid
248,2024-05-31T13:59:11,account_closure,708,0.00,null,success
249,2024-05-31T16:59:21,account_creation,770,0.00,null,success
250,2024-05-31T20:59:27,deposit,974,8198.00,null,success
251,2024-05-31T23:59:49,transfer,373,7804.00,998,success
252,2024-06-01T00:00,transfer,937,4437.00,453,account_invalid
253,2024-06-02T02:00:11,transfer,684,5411.00,210,balance_invalid
254,2024-06-02T03:00:24,withdraw,902,6208.68,null,success
255,2024-06-03T03:00:39,withdraw,80,3486.00,null,success
256,2024-06-04T06:01:03,withdraw,161,4602.00,null,balance_invalid
257,2024-06-04T10:01:15,transfer,673,1249.00,828,balance_insufficient
258,2024-06-05T14:01:26,account_closure,681,0.00,null,success
259,2024-06-06T15:01:28,transfer,881,9024.00,601,balance_invalid
260,2024-06-07T18:01:46,withdraw,124,125.00,null,balance_insufficient
261,2024-06-08T21:02:05,deposit,784,8767.00,null,success
262,2024-06-08T22:02:34,withdraw,555,6380.37,null,balance_invalid
263,2024-06-10T02:02:49,withdraw,84,4193.00,null,balance_invalid
264,2024-06-11T06:02:52,deposit,266,9123.00,null,balance_invalid
265,2024-06-11T09:02:58,deposit,895,9356.00,null,success
266,2024-06-11T09:03:14,deposit,544,1991.00,null,balance_insufficient
267,2024-06-12T13:03:35,withdraw,134,2430.00,null,balance_insufficient
268,2024-06-12T15:03:56,transfer,768,4270.00,927,success
269,2024-06-13T15:04:10,account_closure,589,0.00,null,account_invalid
270,2024-06-14T16:04:22,withdraw,473,4122.31,null,success
271,2024-06-14T19:04:27,transfer,586,4927.73,618,balance_invalid
272,2024-06-14T20:04:34,withdraw,812,4154.00,null,success
273,2024-06-15T20:04:58,transfer,660,2570.00,413,balance_invalid
274,2024-06-17T00:05:23,transfer,791,7955.00,804,balance_invalid
275,2024-06-17T02:05:27,withdraw,401,942.00,null,account_invalid
276,2024-06-17T02:05:35,deposit,441,2866.00,null,success
277,2024-06-17T05:06:01,transfer,43,7533.00,337,balance_invalid
278,2024-06-18T09:06:01,withdraw,980,5253.00,null,balance_invalid
279,2024-06-18T12:06:17,deposit,603,904.00,null,success
280,2024-06-19T13:06:23,transfer,825,9914.00,606,success
281,2024-06-19T16:06:25,deposit,718,2183.00,null,success
282,2024-06-20T19:06:54,transfer,872,363.00,650,balance_invalid
283,2024-06-21T22:07:18,transfer,746,2583.60,678,success
284,2024-06-23T00:07:21,withdraw,914,8589.53,null,success
285,2024-06-24T02:07:40,transfer,973,6014.00,737,success
286,2024-06-25T05:08:04,withdraw,213,6766.00,null,success
287,2024-06-25T07:08:30,withdraw,768,2358.48,null,balance_invalid
288,2024-06-26T11:08:55,transfer,942,4234.90,680,balance_insufficient
289,2024-06-27T11:09:19,transfer,939,3593.00,682,balance_insufficient
290,2024-06-27T13:09:22,transfer,477,3194.00,880,success
291,2024-06-27T16:09:37,transfer,524,6421.00,1,balance_invalid
292,2024-06-27T19:10:03,deposit,577,6067.00,null,success
293,2024-06-27T19:10:14,deposit,934,5026.00,null,success
294,2024-06-27T21:10:39,deposit,737,8982.00,null,account_invalid
295,2024-06-29T01:10:43,withdraw,7,3150.00,null,balance_invalid
296,2024-06-30T02:10:45,deposit,7,8900.00,null,success
297,2024-07-01T05:10:50,deposit,279,1774.00,null,success
298,2024-07-02T08:10:52,transfer,74,6459.00,333,success
299,2024-07-03T08:11:01,transfer,771,5965.74,87,success
300,2024-07-04T10:11:22,deposit,450,8789.00,null,balance_invalid
301,2024-07-04T10:11:27,account_creation,314,0.00,null,balance_insufficient
302,2024-07-04T12:11:46,deposit,960,7224.02,null,balance_invalid
303,2024-07-04T15:12:03,transfer,646,8861.00,758,success
304,2024-07-04T19:12:32,withdraw,733,4582.00,null,success
305,2024-07-04T23:12:51,transfer,476,8024.00,164,success
306,2024-07-06T01:12:52,transfer,735,6294.00,699,success
307,2024-07-06T03:13:14,deposit,419,3052.07,null,balance_invalid
308,2024-07-07T05:13:34,withdraw,425,4814.00,null,balance_invalid
309,2024-07-08T06:13:58,account_closure,708,0.00,null,balance_insufficient
310,2024-07-09T08:14:13,transfer,431,9162.00,363,success
311,2024-07-09T12:14:29,withdraw,331,546.00,null,balance_invalid
312,2024-07-09T16:14:49,account_creation,649,0.00,null,balance_invalid
313,2024-07-10T16:14:57,withdraw,979,1950.00,null,success
314,2024-07-10T20:15:04,transfer,851,2059.00,14,balance_insufficient
315,2024-07-10T20:15:05,deposit,13,9431.00,null,success
316,2024-07-11T20:15:12,transfer,135,4448.00,200,success
317,2024-07-13T00:15:29,transfer,512,9838.00,358,success
318,2024-07-14T01:15:31,deposit,282,8402.74,null,success
319,2024-07-15T03:15:57,withdraw,702,518.00,null,success
320,2024-07-15T07:16:23,deposit,124,907.00,null,balance_invalid
321,2024-07-15T11:16:51,deposit,948,5706.00,null,success
322,2024-07-16T11:17:03,transfer,239,5032.00,490,success
323,2024-07-17T15:17:25,withdraw,762,997.33,null,account_invalid
324,2024-07-18T18:17:26,withdraw,170,7257.00,null,success
325,2024-07-18T21:17:43,deposit,210,108.26,null,balance_invalid
326,2024-07-20T01:18:12,transfer,608,6921.00,459,success
327,2024-07-21T04:18:12,deposit,64,1271.00,null,balance_invalid
328,2024-07-22T08:18:25,account_closure,750,0.00,null,balance_insufficient
329,2024-07-23T12:18:46,withdraw,551,2620.00,null,success
330,2024-07-23T14:19:02,withdraw,609,5456.00,null,account_invalid
331,2024-07-24T17:19:21,transfer,567,1628.00,854,balance_invalid
332,2024-07-25T21:19:50,transfer,846,7819.00,360,balance_invalid
333,2024-07-25T21:20:07,deposit,624,9297.00,null,account_invalid
334,2024-07-27T00:20:24,withdraw,68,9434.00,null,balance_insufficient
335,2024-07-28T03:20:43,withdraw,110,7781.00,null,success
336,2024-07-28T06:21:10,transfer,688,1031.00,407,account_invalid
337,2024-07-29T06:21:28,deposit,155,7512.85,null,success
338,2024-07-30T08:21:56,transfer,41,3729.00,664,success
339,2024-07-31T10:22:17,withdraw,383,9283.00,null,balance_invalid
340,2024-07-31T14:22:19,deposit,986,9539.88,null,success
341,2024-07-31T18:22:32,deposit,996,3502.00,null,balance_invalid
342,2024-07-31T21:22:52,deposit,146,6390.00,null,success
343,2024-08-02T00:23:20,deposit,327,6762.28,null,balance_invalid
344,2024-08-02T03:23:38,transfer,384,8476.00,881,account_invalid
345,2024-08-02T03:23:46,withdraw,579,4643.00,null,success
346,2024-08-02T07:24:03,deposit,826,4725.00,null,success
347,2024-08-03T11:24:32,deposit,123,749.00,null,balance_invalid
348,2024-08-03T12:24:32,transfer,87,6872.00,60,balance_invalid
349,2024-08-04T12:25,deposit,471,4106.00,null,balance_invalid
350,2024-08-05T13:25:12,deposit,893,2981.00,null,success
351,2024-08-06T17:25:28,transfer,421,8168.94,778,balance_invalid
352,2024-08-06T20:25:42,transfer,849,7107.00,999,balance_invalid
353,2024-08-06T21:25:57,transfer,321,7842.00,888,success
354,2024-08-06T22:25:59,account_closure,750,0.00,null,balance_insufficient
355,2024-08-07T01:26:23,deposit,0,4963.00,null,success
356,2024-08-08T02:26:48,transfer,909,4749.00,611,success
357,2024-08-09T02:26:56,deposit,318,359.00,null,success
358,2024-08-09T05:27:11,withdraw,240,2386.00,null,balance_invalid
359,2024-08-09T07:27:23,transfer,632,9074.43,483,success
360,2024-08-10T08:27:44,transfer,236,8718.00,408,success
361,2024-08-10T08:27:53,deposit,768,4333.00,null,balance_insufficient
362,2024-08-10T11:28:08,withdraw,395,1765.00,null,success
363,2024-08-11T14:28:16,withdraw,241,7013.00,null,balance_invalid
364,2024-08-11T15:28:19,deposit,630,8290.00,null,balance_invalid
365,2024-08-11T16:28:37,transfer,871,1930.00,77,balance_insufficient
366,2024-08-12T17:28:37,transfer,478,8883.00,849,success
367,2024-08-13T18:28:47,withdraw,604,6519.00,null,balance_insufficient
368,2024-08-14T18:29:09,withdraw,473,9039.97,null,success
369,2024-08-14T20:29:21,transfer,432,3327.72,811,success
370,2024-08-14T21:29:40,withdraw,990,7358.00,null,success
371,2024-08-14T23:30:02,account_closure,32,0.00,null,success
372,2024-08-15T00:30:09,transfer,364,8915.00,695,success
373,2024-08-16T01:30:35,transfer,270,515.00,536,balance_insufficient
374,2024-08-16T04:30:57,deposit,821,647.00,null,success
375,2024-08-16T08:31:22,transfer,794,8677.02,580,balance_insufficient
376,2024-08-16T12:31:42,deposit,883,1328.00,null,balance_invalid
377,2024-08-16T12:31:54,transfer,604,2277.00,144,balance_invalid
378,2024-08-16T16:32:20,deposit,435,6866.98,null,balance_invalid
379,2024-08-17T18:32:43,account_creation,440,0.00,null,balance_invalid
380,2024-08-17T22:33:03,transfer,249,1360.00,846,success
381,2024-08-19T01:33:26,transfer,658,6165.00,247,success
382,2024-08-20T04:33:36,deposit,921,602.00,null,balance_invalid
383,2024-08-20T07:33:44,withdraw,58,4507.00,null,success
384,2024-08-20T07:34:13,transfer,257,7502.43,673,success
385,2024-08-21T11:34:22,transfer,175,5822.00,307,account_invalid
386,2024-08-22T13:34:43,withdraw,447,5256.00,null,success
387,2024-08-22T16:35:06,account_closure,676,0.00,null,success
388,2024-08-23T20:35:31,withdraw,761,3678.00,null,success
389,2024-08-24T00:35:53,transfer,694,8743.00,200,balance_invalid
390,2024-08-25T00:35:55,withdraw,499,4945.74,null,success
391,2024-08-26T00:36:23,deposit,107,2291.00,null,success
392,2024-08-26T00:36:35,withdraw,715,9910.00,null,account_invalid
393,2024-08-26T03:37:01,transfer,769,2776.00,705,account_invalid
394,2024-08-27T03:37:17,withdraw,556,9156.00,null,account_invalid
395,2024-08-27T04:37:22,deposit,517,935.00,null,success
396,2024-08-27T07:37:25,account_creation,494,0.00,null,success
397,2024-08-27T09:37:36,account_creation,687,0.00,null,balance_insufficient
398,2024-08-28T09:37:53,account_creation,563,0.00,null,balance_invalid
399,2024-08-29T11:38:05,withdraw,903,2867.00,null,account_invalid
400,2024-08-30T14:38:09,deposit,784,915.00,null,balance_invalid
401,2024-08-30T16:38:34,transfer,613,8568.00,665,balance_insufficient
402,2024-08-31T16:38:59,deposit,113,8229.33,null,success
403,2024-08-31T18:39:18,withdraw,627,9449.00,null,success
404,2024-09-01T19:39:46,transfer,749,8983.00,133,success
405,2024-09-02T23:39:54,withdraw,281,1846.00,null,balance_invalid
406,2024-09-04T03:40:19,withdraw,641,9900.03,null,balance_insufficient
407,2024-09-05T05:40:35,withdraw,236,1651.00,null,success
408,2024-09-06T06:40:53,deposit,935,9466.00,null,balance_insufficient
409,2024-09-07T07:41:05,deposit,703,5120.00,null,success
410,2024-09-07T09:41:28,withdraw,50,409.59,null,success
411,2024-09-08T10:41:30,transfer,432,2187.00,26,balance_invalid
412,2024-09-09T10:41:32,withdraw,986,4491.00,null,success
413,2024-09-09T11:41:50,transfer,647,4358.00,913,success
414,2024-09-09T13:41:56,deposit,132,7949.00,null,success
415,2024-09-10T13:42:11,withdraw,873,9166.00,null,balance_insufficient
416,2024-09-11T13:42:33,withdraw,826,6215.49,null,balance_invalid
417,2024-09-11T13:42:55,transfer,838,1428.00,869,balance_invalid
418,2024-09-11T13:42:56,withdraw,163,1105.00,null,success
419,2024-09-11T14:43,withdraw,563,8637.00,null,success
420,2024-09-11T18:43:18,account_closure,888,0.00,null,success
421,2024-09-12T22:43:26,account_creation,470,0.00,null,account_invalid
422,2024-09-13T22:43:50,transfer,680,659.66,344,balance_invalid
423,2024-09-15T02:43:50,withdraw,851,7194.00,null,balance_invalid
424,2024-09-16T05:43:56,withdraw,744,1390.00,null,success
425,2024-09-17T09:44:19,transfer,637,4316.21,504,success
